,Time,Power
1696,20180322_7,85.88799999997718
1697,20180322_8,181.4079999999958
1698,20180322_9,184.704000000027
1699,20180322_10,212.2239999999874
1700,20180322_11,211.679999999993
1701,20180322_12,226.6880000000237
1702,20180322_13,220.8319999999949
1703,20180322_14,226.8800000000047
1704,20180322_15,235.7440000000061
1705,20180322_16,238.7199999999721
1706,20180322_17,185.9839999999967
1707,20180322_18,156.9280000000144
1708,20180322_19,154.9120000000112
1709,20180322_20,144.0320000000065
1710,20180322_21,135.0719999999856
1711,20180322_22,121.0879999999888
1712,20180322_23,124.0960000000196
1713,20180323_0,112.1919999999809
1714,20180323_1,98.33600000001024
1715,20180323_2,95.07199999998556
1716,20180323_3,98.01600000000326
1717,20180323_4,94.01600000000326
1718,20180323_5,94.81599999999162
1719,20180323_6,88.89600000000792
1720,20180323_7,86.97600000002421
1721,20180323_9,202.7200000000303
1722,20180323_10,201.0879999999888
1723,20180323_11,206.7839999999851
1724,20180323_12,208.1919999999809
1725,20180323_13,195.0720000000438
1726,20180323_15,111.039999999979
1727,20180323_16,114.3680000000168
1728,20180323_17,111.5839999999735
1729,20180323_18,124.960000000021
1730,20180323_19,119.295999999973
1731,20180323_20,128.1920000000391
1732,20180323_22,115.0080000000307
1733,20180323_23,115.7759999999544
1734,20180324_0,104.4800000000396
1735,20180324_2,98.2719999999972
1736,20180324_3,96.15999999997439
1737,20180324_4,98.75200000003679
1738,20180324_5,98.84799999999814
1739,20180324_6,96.25599999999395
1740,20180324_7,93.53600000002189
1741,20180324_9,193.2480000000214
1742,20180324_10,206.3360000000102
1743,20180324_11,128.5119999999879
1744,20180324_12,109.0239999999758
1745,20180324_13,109.9839999999967
1746,20180324_14,118.4320000000298
1747,20180324_15,110.6240000000107
1748,20180324_16,111.7759999999544
1749,20180324_17,112.8960000000079
1750,20180324_19,102.335999999952
1751,20180324_20,105.5040000000154
1752,20180324_21,108.7999999999884
1753,20180324_22,106.3680000000168
1754,20180324_23,104.7360000000335
1755,20180325_0,100.6719999999623
1756,20180325_1,99.00800000003073
1757,20180325_2,94.71999999997206
1758,20180325_3,89.44000000000233
1759,20180325_4,88.28800000000047
1760,20180325_5,87.48800000001211
1761,20180325_6,88.25599999999395
1762,20180325_7,89.08799999998882
1763,20180325_8,88.92800000001444
1764,20180325_9,90.88000000000466
1765,20180325_10,91.03999999997905
1766,20180325_11,88.79999999998836
1767,20180325_12,84.54400000005262
1768,20180325_14,95.48800000001211
1769,20180325_15,95.93599999998696
1770,20180325_16,94.2400000000489
1771,20180325_17,91.29599999997299
1772,20180325_18,92.19199999998091
1773,20180325_19,91.84000000002561
1774,20180325_20,90.75199999997858
1775,20180325_21,90.33600000001024
1776,20180325_22,87.80800000001909
1777,20180325_23,85.37599999998929
1778,20180326_1,83.67999999999302
1779,20180326_2,82.7840000000433
1780,20180326_3,81.24799999996321
1781,20180326_4,77.79200000001583
1782,20180326_5,77.53600000002189
1783,20180326_6,78.2719999999972
1784,20180326_7,78.6239999999525
1785,20180326_8,78.01600000000326
1786,20180326_9,80.44800000003306
1787,20180326_10,80.28800000000047
1788,20180326_11,79.6479999999865
1789,20180326_12,78.17599999997765
1790,20180326_13,79.84000000002561
1791,20180326_14,80.09600000001956
1792,20180326_15,81.69599999999627
1793,20180326_16,85.02399999997579
1794,20180326_17,80.19199999998091
1795,20180326_18,78.72000000003027
1796,20180326_19,80.7039999999688
1797,20180326_20,83.96800000005169
1798,20180326_21,88.73599999997532
1799,20180326_22,87.20000000001164
1800,20180326_23,85.47200000000885
1801,20180327_0,79.10399999999208
1802,20180327_1,76.41599999996834
1803,20180327_2,73.82400000002235
1804,20180327_3,73.27999999996973
1805,20180327_4,70.81600000004983
1806,20180327_5,69.82399999996414
1807,20180327_7,95.6479999999865
1808,20180327_8,170.5279999999912
1809,20180327_9,105.1199999999953
1810,20180327_10,90.65600000007544
1811,20180327_11,94.30400000000373
1812,20180327_12,100.7999999999302
1813,20180327_13,101.8240000000224
1814,20180327_14,107.5840000000317
1815,20180327_15,107.3919999999925
1816,20180327_16,108.5119999999879
1817,20180327_17,103.5520000000251
1818,20180327_19,105.8880000000354
1819,20180327_20,102.8479999999981
1820,20180327_21,100.8000000000466
1821,20180327_22,96.25599999993574
1822,20180327_23,98.65600000007544
1823,20180328_0,92.38399999996182
1824,20180328_1,85.50399999995716
1825,20180328_2,80.12800000002608
1826,20180328_3,79.80799999996088
1827,20180328_4,74.5920000000624
1828,20180328_5,74.30400000000373
1829,20180328_6,74.6239999999525
1830,20180328_7,73.69599999999627
1831,20180328_8,170.0160000000615
1832,20180328_9,94.59199999994598
1833,20180328_10,96.73600000003353
1834,20180328_11,103.1679999999469
1835,20180328_12,101.5999999999767
1836,20180328_13,100.0
1837,20180328_14,104.4160000000848
1838,20180328_15,106.4000000000233
1839,20180328_16,106.3679999999003
1840,20180328_17,100.8640000000596
1841,20180328_18,101.7920000000158
1842,20180328_19,100.4799999999814
1843,20180328_20,104.6080000000075
1844,20180328_21,105.951999999932
1845,20180328_22,105.408000000054
1846,20180328_23,98.36800000001676
1847,20180329_0,89.2160000000149
1848,20180329_1,82.49599999992643
1849,20180329_2,80.41600000008475
1850,20180329_4,79.71200000005774
1851,20180329_5,79.32799999997951
1852,20180329_6,78.36800000001676
1853,20180329_7,76.03200000000652
1854,20180329_9,78.30400000000373
1855,20180329_10,84.73600000003353
1856,20180329_11,87.64799999992829
1857,20180329_12,88.89600000006612
1858,20180329_13,94.23999999999069
1859,20180329_14,99.04000000003725
1860,20180329_15,98.2719999999972
1861,20180329_16,96.15999999991618
1862,20180329_17,92.80000000004657
1863,20180329_18,89.63199999998324
1864,20180329_19,98.14399999997113
1865,20180329_20,96.73600000003353
1866,20180329_21,91.55200000002515
1867,20180329_22,87.80799999996088
1868,20180330_0,79.93599999998696
1869,20180330_1,74.11200000008103
1870,20180330_2,73.37599999993108
1871,20180330_3,74.23999999999069
1872,20180330_4,72.03200000000652
1873,20180330_5,70.9440000000177
1874,20180330_7,70.01600000006147
1875,20180330_8,70.55999999993946
1876,20180330_9,78.04800000006799
1877,20180330_11,87.32799999997951
1878,20180330_12,84.03200000000652
1879,20180330_13,86.36800000001676
1880,20180330_14,95.35999999998603
1881,20180330_15,97.31200000003446
1882,20180330_16,102.3360000000102
1883,20180330_17,98.65599999995902
1884,20180330_18,98.91200000001118
1885,20180330_19,99.16800000006333
1886,20180330_20,97.76000000000931
1887,20180330_21,93.59999999997672
1888,20180331_0,79.93599999998696
1889,20180331_1,78.84800000011455
1890,20180331_4,74.71999999997206
1891,20180331_5,74.30400000000373
1892,20180331_6,72.92800000007264
1893,20180331_7,73.53599999996368
1894,20180331_8,74.49600000004284
1895,20180331_9,75.16799999994691
1896,20180331_10,79.90399999998044
1897,20180331_11,86.20799999998417
1898,20180331_13,82.5920000000624
1899,20180331_14,90.88000000000466
1900,20180331_16,89.79200000001583
1901,20180331_17,85.98400000005495
1902,20180331_18,84.79999999993015
1903,20180331_21,135.0720000000438
1904,20180331_22,128.0960000000196
1905,20180331_23,106.4639999999199
1906,20180401_0,76.12800000002608
1907,20180401_1,74.81599999999162
1908,20180401_2,74.62400000006892
1909,20180401_3,73.7280000000028
1910,20180401_4,71.90399999998044
1911,20180401_5,73.43999999994412
1912,20180401_6,70.56000000005588
1913,20180401_7,74.71999999997206
1914,20180401_9,71.67999999993481
1915,20180401_10,66.62400000006892
1916,20180401_11,72.86399999994319
1917,20180401_12,70.30400000000373
1918,20180401_13,73.85600000002887
1919,20180401_14,71.26399999996647
1920,20180401_15,76.1600000000326
1921,20180401_16,74.52799999993294
1922,20180401_17,71.16800000006333
1923,20180401_18,68.1919999999227
1924,20180401_19,69.88800000003539
1925,20180401_20,71.87199999997392
1926,20180401_21,68.1600000000326
1927,20180401_22,72.06400000001304
1928,20180401_23,69.2160000000149
1929,20180402_0,67.32799999997951
1930,20180402_1,70.01600000006147
1931,20180402_2,69.82399999990594
1932,20180402_3,65.85600000002887
1933,20180402_4,69.44000000006054
1934,20180402_5,67.87199999997392
1935,20180402_6,66.84799999999814
1936,20180402_7,64.12800000002608
1937,20180402_8,67.03999999992084
1938,20180402_9,69.24800000002142
1939,20180402_10,68.06400000001304
1940,20180402_11,67.39199999999255
1941,20180402_12,69.82400000002235
1942,20180402_13,67.32799999997951
1943,20180402_14,71.87199999997392
1944,20180402_15,74.17599999997765
1945,20180402_16,71.2960000000894
1946,20180402_17,77.69599999999627
1947,20180402_18,76.3519999999553
1948,20180402_19,71.04000000003725
1949,20180402_20,75.45600000000559
1950,20180402_21,75.39199999999255
1951,20180402_22,75.26399999996647
1952,20180402_23,76.09600000001956
1953,20180403_0,71.42399999999907
1954,20180403_1,73.85600000002887
1955,20180403_2,75.71199999994133
1956,20180403_3,76.03200000000652
1957,20180403_4,70.20799999998417
1958,20180403_5,70.97600000002421
1959,20180403_6,71.74399999994785
1960,20180403_7,73.15200000000186
1961,20180403_8,73.0240000000922
1962,20180403_9,77.5679999999702
1963,20180403_10,89.7280000000028
1964,20180403_11,92.03200000000652
1965,20180403_12,100.7360000000335
1966,20180403_13,107.7119999999413
1967,20180403_14,114.6239999999525
1968,20180403_15,116.0960000000196
1969,20180403_16,108.9920000000857
1970,20180403_17,101.311999999918
1971,20180403_18,96.12800000002608
1972,20180403_19,94.91200000001118
1973,20180403_20,95.29599999997299
1974,20180403_21,92.54399999999441
1975,20180403_22,87.16800000006333
1976,20180403_23,86.14399999997113
1977,20180404_0,84.3519999999553
1978,20180404_1,74.81599999999162
1979,20180404_2,72.44800000009127
1980,20180404_3,70.7839999999851
1981,20180404_4,69.69599999999627
1982,20180404_5,70.59199999994598
1983,20180404_7,68.03200000000652
1984,20180404_8,74.75199999997858
1985,20180404_9,85.18400000000838
1986,20180404_10,103.5519999999087
1987,20180404_11,102.1440000000875
1988,20180404_12,95.16799999994691
1989,20180404_13,100.9919999999693
1990,20180404_14,107.3919999999925
1991,20180404_15,105.344000000041
1992,20180404_16,106.3040000000037
1993,20180404_18,94.0800000000745
1994,20180404_19,98.36799999990035
1995,20180404_20,97.85600000002887
1996,20180404_21,92.54399999999441
1997,20180404_22,89.5360000000801
1998,20180404_23,88.25599999993574
1999,20180405_0,85.50399999995716
2000,20180405_2,75.8399999999674
2001,20180405_3,76.67200000002049
2002,20180405_4,74.04799999995157
2003,20180405_5,69.82400000002235
2004,20180405_6,74.4320000000298
2005,20180405_7,73.53599999996368
2006,20180405_8,74.81599999999162
2007,20180405_9,76.09600000001956
2008,20180405_10,82.36800000001676
2009,20180405_11,90.75199999997858
2010,20180405_12,87.74399999994785
2011,20180405_13,95.48800000001211
2012,20180405_15,101.1199999999953
2013,20180405_16,105.0239999999758
2014,20180405_17,104.8959999999497
2015,20180405_18,96.64000000001397
2016,20180405_19,105.408000000054
2017,20180405_21,97.85600000002887
2018,20180405_22,94.65600000007544
2019,20180405_23,84.09599999990314
2020,20180406_0,78.33600000001024
2021,20180406_1,80.89600000006612
2022,20180406_2,73.79200000001583
2023,20180406_3,71.55199999990873
2024,20180406_5,71.55200000002515
2025,20180406_6,72.12800000002608
2026,20180406_8,78.4639999999199
2027,20180406_9,81.92000000004191
2028,20180406_10,102.5920000000624
2029,20180406_11,102.7199999999721
2030,20180406_12,101.5039999999572
2031,20180406_13,98.88000000000466
2032,20180406_14,108.4799999999814
2033,20180406_15,109.9520000000484
2034,20180406_16,110.1439999999711
2035,20180406_17,104.76800000004
2036,20180406_18,95.74399999994785
2037,20180406_21,94.40000000002328
2038,20180406_22,93.0559999999823
2039,20180406_23,86.14399999997113
2040,20180407_0,83.32799999997951
2041,20180407_1,79.2960000000894
2042,20180407_2,71.29599999997299
2043,20180407_3,68.28799999994226
2044,20180407_4,73.34400000004098
2045,20180407_5,69.76000000000931
2046,20180407_6,69.43999999994412
2047,20180407_9,0.0
2048,20180407_10,171.5839999999152
2049,20180407_12,88.76800000004005
2050,20180407_13,93.76000000000931
2051,20180407_14,95.04000000003725
2052,20180407_15,99.77599999995437
2053,20180407_16,102.5280000000494
2054,20180407_17,93.5679999999702
2055,20180407_18,91.07200000004377
2056,20180407_19,89.98399999993853
2057,20180407_20,98.36800000001676
2058,20180407_21,102.9120000000112
2059,20180407_22,99.52000000001863
2060,20180407_23,113.6639999999898
2061,20180408_0,103.4239999999991
2062,20180408_1,95.48800000001211
2063,20180408_2,97.34399999992456
2064,20180408_3,84.67200000002049
2065,20180408_4,74.9440000000177
2066,20180408_5,77.63199999998324
2067,20180408_6,74.11199999996461
2068,20180408_7,70.01600000006147
2069,20180408_8,70.01599999994505
2070,20180408_9,69.63199999998324
2071,20180408_10,67.07200000004377
2072,20180408_11,76.35200000007171
2073,20180408_12,70.84799999999814
2074,20180408_13,75.07199999992736
2075,20180408_14,77.82400000002235
2076,20180408_15,92.54399999999441
2077,20180408_16,82.30400000000373
2078,20180408_17,96.38399999996182
2079,20180408_18,85.50400000007357
2080,20180408_19,85.43999999994412
2081,20180408_20,94.84799999999814
2082,20180408_21,102.4640000000363
2083,20180408_22,113.8560000000289
2084,20180408_23,106.3040000000037
2085,20180409_0,92.3519999999553
2086,20180409_1,85.0559999999823
2087,20180409_2,78.5920000000624
2088,20180409_3,72.0
2089,20180409_4,74.49599999992643
2090,20180409_6,75.96799999999348
2091,20180409_7,69.82400000002235
2092,20180409_8,70.91200000001118
2093,20180409_9,73.53599999996368
2094,20180409_10,76.48000000009779
2095,20180409_11,74.11199999996461
2096,20180409_12,80.83199999993667
2097,20180409_13,82.68800000008196
2098,20180409_14,80.25599999993574
2099,20180409_15,95.04000000003725
2100,20180409_17,104.8319999999367
2101,20180409_18,103.7440000000643
2102,20180409_19,103.359999999986
2103,20180409_20,109.1199999999953
2104,20180409_21,107.5200000000186
2105,20180409_22,110.591999999946
2106,20180409_23,114.4960000000428
2107,20180410_0,105.7920000000158
2108,20180410_1,98.6239999999525
2109,20180410_2,90.56000000005588
2110,20180410_3,89.79200000001583
2111,20180410_4,85.11999999999534
2112,20180410_5,76.47999999998137
2113,20180410_7,77.50399999995716
2114,20180410_8,80.32000000006519
2115,20180410_9,90.88000000000466
2116,20180410_10,108.4799999999814
2117,20180410_11,117.1199999999953
2118,20180410_12,115.0720000000438
2119,20180410_13,111.1039999999339
2120,20180410_14,104.640000000014
2121,20180410_15,111.1040000000503
2122,20180410_16,108.9919999999693
2123,20180410_17,100.2879999999423
2124,20180410_18,98.752000000095
2125,20180410_19,100.9919999999693
2126,20180410_21,105.3439999999246
2127,20180410_22,100.4800000000978
2128,20180411_0,93.11999999999534
2129,20180411_1,89.47200000006706
2130,20180411_2,81.9199999999255
2131,20180411_3,77.63200000009965
2132,20180411_4,78.65599999995902
2133,20180411_5,75.52000000001863
2134,20180411_6,76.54399999999441
2135,20180411_7,74.55999999993946
2136,20180411_8,76.92800000007264
2137,20180411_9,90.17599999997765
2138,20180411_10,98.23999999999069
2139,20180411_11,98.17599999997765
2140,20180411_14,107.9679999999935
2141,20180411_16,113.6639999999898
2142,20180411_17,105.8559999999125
2143,20180411_18,101.6959999999963
2144,20180411_19,103.2320000000764
2145,20180411_20,94.97600000002421
2146,20180411_21,99.19999999995343
2147,20180411_22,95.61600000003818
2148,20180412_0,87.93599999998696
2149,20180412_1,83.39199999999255
2150,20180412_2,79.10399999993388
2151,20180412_3,74.2400000001071
2152,20180412_4,76.09599999990314
2153,20180412_5,75.84000000008382
2154,20180412_6,71.74399999994785
2155,20180412_8,73.28000000002794
2156,20180412_9,83.77599999995437
2157,20180412_10,91.26400000008289
2158,20180412_11,99.00799999991432
2159,20180412_12,100.4800000000978
2160,20180412_13,105.9839999999385
2161,20180412_14,109.6319999999832
2162,20180412_15,106.688000000082
2163,20180412_16,109.0559999999823
2164,20180412_17,102.655999999959
2165,20180412_18,99.00800000003073
2166,20180412_19,94.14399999997113
2167,20180412_21,96.44799999997485
2168,20180412_22,92.60800000000745
2169,20180412_23,95.67999999993481
2170,20180413_0,86.01600000006147
2171,20180413_1,85.31200000003446
2172,20180413_2,82.30400000000373
2173,20180413_3,79.16799999994691
2174,20180413_4,82.81599999999162
2175,20180413_5,79.42399999999907
2176,20180413_6,80.51199999998789
2177,20180413_7,80.64000000001397
2178,20180413_8,77.50400000007357
2179,20180413_9,86.91199999989476
2180,20180413_10,91.77600000007078
2181,20180413_11,95.61599999992177
2182,20180413_13,91.07200000004377
2183,20180413_14,95.74399999994785
2184,20180413_16,105.1520000000019
2185,20180413_17,102.4000000000233
2186,20180413_18,102.9760000000242
2187,20180413_19,97.92000000004191
2188,20180413_20,90.68799999996554
2189,20180413_21,87.29599999997299
2190,20180413_22,95.35999999998603
2191,20180413_23,90.04800000006799
2192,20180414_0,92.47999999998137
2193,20180414_1,88.44799999997485
2194,20180414_2,86.2719999999972
2195,20180414_3,79.74399999994785
2196,20180414_4,82.68800000008196
2197,20180414_6,79.29599999997299
2198,20180414_7,80.25600000005215
2199,20180414_8,80.38399999996182
2200,20180414_9,86.91200000001118
2201,20180414_10,94.2719999999972
2202,20180414_11,97.98400000005495
2203,20180414_12,97.98399999993853
2204,20180414_13,100.3519999999553
2205,20180414_14,104.8320000000531
2206,20180414_15,108.6080000000075
2207,20180414_16,105.7920000000158
2208,20180414_17,101.3120000000345
2209,20180414_18,92.92799999995623
2210,20180414_19,93.31200000003446
2211,20180414_20,93.18400000000838
2212,20180414_21,90.55999999993946
2213,20180414_22,89.85600000002887
2214,20180414_23,83.8399999999674
2215,20180415_0,86.7839999999851
2216,20180415_1,80.57600000000093
2217,20180415_2,75.58400000003166
2218,20180415_3,75.71199999994133
2219,20180415_4,73.79200000001583
2220,20180415_5,72.70400000002701
2221,20180415_6,73.40800000005402
2222,20180415_7,71.61599999992177
2223,20180415_8,68.03200000000652
2224,20180415_9,74.04800000006799
2225,20180415_10,75.19999999995343
2226,20180415_11,76.8640000000596
2227,20180415_14,82.81599999999162
2228,20180415_15,79.48800000001211
2229,20180415_16,84.22399999992922
2230,20180415_17,86.84799999999814
2231,20180415_18,89.7280000000028
2232,20180415_19,87.42399999999907
2233,20180415_20,85.31200000003446
2234,20180415_21,87.03999999992084
2235,20180415_22,85.12000000011176
2236,20180415_23,83.1359999999404
2237,20180416_0,83.71200000005774
2238,20180416_1,76.73599999991711
2239,20180416_3,84.15999999991618
2240,20180416_4,77.31200000003446
2241,20180416_5,74.23999999999069
2242,20180416_6,76.99199999996927
2243,20180416_7,75.96799999999348
2244,20180416_8,74.9440000000177
2245,20180416_9,75.84000000008382
2246,20180416_10,74.55999999993946
2247,20180416_11,78.01599999994505
2248,20180416_12,76.99200000008568
2249,20180416_13,79.67999999993481
2250,20180416_14,81.08799999998882
2251,20180416_15,79.04000000003725
2252,20180416_16,88.38399999996182
2253,20180416_17,91.6480000000447
2254,20180416_18,95.93599999998696
2255,20180416_21,95.80799999996088
2256,20180416_22,85.95199999993201
2257,20180416_23,85.12000000011176
2258,20180417_0,91.8399999999674
2259,20180417_2,84.47999999998137
2260,20180417_3,82.49600000004284
2261,20180417_4,76.3519999999553
2262,20180417_5,79.61600000003818
2263,20180417_6,85.82399999990594
2264,20180417_7,84.03200000000652
2265,20180417_8,80.83200000005309
2266,20180417_9,84.99199999996927
2267,20180417_10,82.04800000006799
2268,20180417_11,91.96799999999348
2269,20180417_12,93.63199999998324
2270,20180417_13,92.73599999991711
2271,20180417_14,96.25600000005215
2272,20180417_15,93.76000000000931
2273,20180417_16,103.8719999999739
2274,20180417_17,94.0800000000745
2275,20180417_18,92.60799999989104
2276,20180417_19,87.55200000002515
2277,20180417_20,86.91200000001118
2278,20180417_21,89.02399999997579
2279,20180417_22,90.17600000009406
2280,20180417_23,100.8639999999432
2281,20180418_0,99.00800000003073
2282,20180418_1,90.88000000000466
2283,20180418_2,85.43999999994412
2284,20180418_3,84.28800000005867
2285,20180418_4,78.52799999993294
2286,20180418_6,73.92000000004191
2287,20180418_7,75.00799999991432
2288,20180418_8,74.68800000008196
2289,20180418_9,85.31199999991804
2290,20180418_10,92.41600000008475
2291,20180418_11,92.73599999991711
2292,20180418_12,93.3760000000475
2293,20180418_13,100.9279999999562
2294,20180418_14,102.7200000000885
2295,20180418_15,102.2719999999972
2296,20180418_16,104.8959999999497
2297,20180418_17,97.85600000002887
2298,20180418_18,99.19999999995343
2299,20180418_19,92.92800000007264
2300,20180418_20,98.43199999991339
2301,20180418_21,93.11999999999534
2302,20180418_22,83.84000000008382
2303,20180418_23,86.40000000002328
2304,20180419_0,90.43199999991339
2305,20180419_2,86.33600000001024
2306,20180419_3,85.76000000000931
2307,20180419_5,79.8080000000773
2308,20180419_7,83.6480000000447
2309,20180419_8,80.38399999996182
2310,20180419_9,80.25600000005215
2311,20180419_10,88.12799999990966
2312,20180419_13,100.8639999999432
2313,20180419_14,104.064000000013
2314,20180419_15,104.4479999999749
2315,20180419_16,103.935999999987
2316,20180419_17,107.5840000000317
2317,20180419_18,95.74400000006426
2318,20180419_19,98.23999999999069
2319,20180419_20,96.64000000001397
2320,20180419_21,97.79199999989942
2321,20180419_22,95.87200000009034
2322,20180419_23,86.84799999999814
2323,20180420_0,84.67199999990407
2324,20180420_1,87.2960000000894
2325,20180420_2,83.00799999991432
2326,20180420_3,89.92000000004191
2327,20180420_4,82.4320000000298
2328,20180420_5,82.88000000000466
2329,20180420_6,77.95199999993201
2330,20180420_7,83.45600000000559
2331,20180420_8,85.50400000007357
2332,20180420_9,94.84799999999814
2333,20180420_10,105.1520000000019
2334,20180420_11,98.43199999991339
2335,20180420_12,98.36800000001676
2336,20180420_13,94.01600000006147
2337,20180420_14,101.6959999999963
2338,20180420_15,98.36800000001676
2339,20180420_16,100.7999999999302
2340,20180420_17,100.2240000000456
2341,20180420_18,93.24800000002142
2342,20180420_19,92.15999999991618
2343,20180420_20,90.62400000006892
2344,20180420_21,87.74399999994785
2345,20180420_22,89.5360000000801
2346,20180420_23,83.77599999995437
2347,20180421_0,80.31999999994878
2348,20180421_1,78.0800000000745
2349,20180421_2,76.67200000002049
2350,20180421_3,79.48799999989569
2351,20180421_4,73.47200000006706
2352,20180421_5,74.75199999997858
2353,20180421_6,75.52000000001863
2354,20180421_7,77.5679999999702
2355,20180421_8,75.45600000000559
2356,20180421_9,82.23999999999069
2357,20180421_10,87.68000000005122
2358,20180421_11,90.23999999999069
2359,20180421_12,93.88800000003539
2360,20180421_13,97.21599999989849
2361,20180421_14,106.1760000000941
2362,20180421_15,104.3199999999488
2363,20180421_16,100.6080000000075
2364,20180421_17,104.1280000000261
2365,20180421_18,93.69599999999627
2366,20180421_19,87.48800000001211
2367,20180421_20,86.91200000001118
2368,20180421_21,82.11199999996461
2369,20180421_23,78.01600000006147
2370,20180422_0,76.09600000001956
2371,20180422_1,75.39199999999255
2372,20180422_2,72.57600000000093
2373,20180422_3,69.95199999993201
2374,20180422_4,73.47200000006706
2375,20180422_5,73.47199999995064
2376,20180422_6,73.79200000001583
2377,20180422_8,73.02399999997579
2378,20180422_9,76.22400000004563
2379,20180422_11,78.5920000000624
2380,20180422_12,80.25599999993574
2381,20180422_13,80.70400000002701
2382,20180422_14,83.26399999996647
2383,20180422_15,89.92000000004191
2384,20180422_16,92.80000000004657
2385,20180422_17,91.71199999994133
2386,20180422_18,80.70400000002701
2387,20180422_19,78.14399999997113
2388,20180422_20,77.44000000006054
2389,20180422_21,81.15200000000186
2390,20180422_22,77.69599999999627
2391,20180422_23,81.66399999998976
2392,20180423_1,82.49600000004284
2393,20180423_2,72.31999999994878
2394,20180423_3,76.22400000004563
2395,20180423_4,72.06400000001304
2396,20180423_5,70.46400000003632
2397,20180423_6,72.89599999994971
2398,20180423_7,70.5920000000624
2399,20180423_8,69.69599999999627
2400,20180423_10,70.65600000007544
2401,20180423_11,70.01599999994505
2402,20180423_13,73.0240000000922
2403,20180423_14,80.89599999994971
2404,20180423_15,83.71200000005774
2405,20180423_16,87.42399999999907
2406,20180423_17,90.36799999990035
2407,20180423_18,81.98400000005495
2408,20180423_19,81.15200000000186
2409,20180423_20,83.07200000004377
2410,20180423_21,81.34399999992456
2411,20180423_22,80.89600000006612
2412,20180423_23,82.75199999997858
2413,20180424_0,76.1600000000326
2414,20180424_1,73.7280000000028
2415,20180424_2,74.49599999992643
2416,20180424_3,69.31200000003446
2417,20180424_4,69.31200000003446
2418,20180424_5,69.37599999993108
2419,20180424_6,69.76000000000931
2420,20180424_7,67.96799999999348
2421,20180424_8,67.77600000007078
2422,20180424_9,73.47199999995064
2423,20180424_10,85.11999999999534
2424,20180424_11,94.97600000002421
2425,20180424_12,91.64799999992829
2426,20180424_13,91.32800000009593
2427,20180424_14,103.4239999999991
2428,20180424_15,98.68799999996554
2429,20180424_16,99.26399999996647
2430,20180424_18,95.16800000006333
2431,20180424_19,94.4639999999199
2432,20180424_20,101.8240000000224
2433,20180424_21,95.35999999998603
2434,20180424_22,95.61600000003818
2435,20180424_23,89.02399999997579
2436,20180425_0,85.31200000003446
2437,20180425_1,85.63199999998324
2438,20180425_2,79.93599999998696
2439,20180425_5,78.20799999998417
2440,20180425_7,74.9440000000177
2441,20180425_8,72.76800000004005
2442,20180425_9,79.93599999998696
2443,20180425_10,88.76799999992363
2444,20180425_11,93.24800000002142
2445,20180425_12,105.2800000000279
2446,20180425_13,108.6720000000205
2447,20180425_14,112.76800000004
2448,20180425_15,111.4239999999991
2449,20180425_16,107.9039999999804
2450,20180425_17,99.07199999992736
2451,20180425_18,99.20000000006985
2452,20180425_19,97.79200000001583
2453,20180425_20,99.07199999992736
2454,20180425_21,95.04000000003725
2455,20180425_22,91.39199999999255
2456,20180425_23,95.16799999994691
2457,20180426_0,86.2719999999972
2458,20180426_1,84.41600000008475
2459,20180426_2,84.54399999999441
2460,20180426_3,84.28799999994226
2461,20180426_4,78.0800000000745
2462,20180426_5,75.77599999995437
2463,20180426_6,79.55200000002515
2464,20180426_7,76.99199999996927
2465,20180426_8,75.39199999999255
2466,20180426_9,80.70400000002701
2467,20180426_10,89.15200000000186
2468,20180426_11,97.7280000000028
2469,20180426_13,101.5679999999702
2470,20180426_14,104.8960000000661
2471,20180426_15,101.247999999905
2472,20180426_16,105.9200000000419
2473,20180426_17,99.39199999999255
2474,20180426_19,95.35999999998603
2475,20180426_20,93.63199999998324
2476,20180426_21,92.99199999996927
2477,20180426_22,90.9440000000177
2478,20180426_23,85.95200000004843
2479,20180427_0,79.29599999997299
2480,20180427_1,73.4079999999376
2481,20180427_2,77.11999999999534
2482,20180427_3,76.60800000000745
2483,20180427_4,77.69599999999627
2484,20180427_5,78.97600000002421
2485,20180427_6,71.10400000005029
2486,20180427_7,71.03999999992084
2487,20180427_8,76.73600000003353
2488,20180427_9,78.71999999997206
2489,20180427_10,89.66399999998976
2490,20180427_12,91.32799999997951
2491,20180427_13,92.92799999995623
2492,20180427_14,108.3519999999553
2493,20180427_15,104.3840000000782
2494,20180427_16,103.5520000000251
2495,20180427_19,90.49600000004284
2496,20180427_20,91.32799999997951
2497,20180427_21,90.30400000000373
2498,20180427_22,85.88800000003539
2499,20180427_23,82.30400000000373
2500,20180428_0,81.15200000000186
2501,20180428_1,76.54399999999441
2502,20180428_2,77.69599999999627
2503,20180428_3,75.71199999994133
2504,20180428_4,75.07200000004377
2505,20180428_5,73.98399999993853
2506,20180428_6,73.60000000009313
2507,20180428_7,75.00799999991432
2508,20180428_8,75.77600000007078
2509,20180428_9,78.20799999998417
2510,20180428_11,92.3519999999553
2511,20180428_12,92.60800000000745
2512,20180428_13,99.90400000009686
2513,20180428_14,107.1999999999534
2514,20180428_15,108.6720000000205
2515,20180428_16,104.5119999999879
2516,20180428_17,101.3759999999311
2517,20180428_18,97.85600000002887
2518,20180428_19,93.5679999999702
2519,20180428_20,94.33600000001024
2520,20180428_21,90.62400000006892
